ID,Author,party,political_side,Text,Date
1931716268828369074,PervinBuldan,HDP,left,Van İl Eşbaşkanımız Gülşen Kurt ve @GulcanKcmzSyygt Vekilimizle birlikte Van Barosunu ziyaret ettik. Baro Başkanı Sn. Sinan Özaraz ve arkadaşlarına sıcak ilgilerinden dolayı teşekkür ediyoruz.,Sun Jun 08 14:13:42 +0000 2025
1931713283918123009,PervinBuldan,HDP,left,"RT @DEMPartiWan: DEM parti İmralı heyeti üyesi, TBMM Başkanvekili ve Van Milletvekilimiz Pervin Buldan, Demokratik Birlik İnisiyatifi Eşbaş…",Sun Jun 08 14:01:51 +0000 2025
1931703577120010280,PervinBuldan,HDP,left,Van’da aile ziyaretlerimizden.,Sun Jun 08 13:23:16 +0000 2025
1931439860876746811,PervinBuldan,HDP,left,RT @DEMPartiWan: Me îro bi beşdarbûna gelê xwe ve cejna qûrbanê bi girseyî pîroz kir. Van il binamızda halkımızla bayramlaşma programımız…,Sat Jun 07 19:55:21 +0000 2025
1931436503839748505,PervinBuldan,HDP,left,Manisa Büyükşehir Belediye Başkanı Sn. Ferdi Zeyrek’e acil şifa diliyorum. En kısa zamanda sağlığına kavuşur insallah.,Sat Jun 07 19:42:01 +0000 2025
1931435196470939704,PervinBuldan,HDP,left,"RT @ipekyolubeltr: İpekyolu Belediye Eşbaşkanı Canan Uzunay, Meclis İkinci Başkan Vekili Cahit Şen, Belediye Eşbaşkan Yardımcısı Cüneyt Erg…",Sat Jun 07 19:36:49 +0000 2025
1931328103466316067,PervinBuldan,HDP,left,Van İl Örgütümüzde halkımızla bayramlaştık.,Sat Jun 07 12:31:16 +0000 2025
1931062257401905662,PervinBuldan,HDP,left,Eyda hewê pîroz bit.💐,Fri Jun 06 18:54:54 +0000 2025
1930733389570527379,PervinBuldan,HDP,left,"Diyarbakır’da bir apartmanda çıkan yangında hayatını kaybedenlere Allah’tan rahmet, yaralılara acil şifalar diliyorum. Geçmiş olsun.",Thu Jun 05 21:08:06 +0000 2025
1930372469728157996,PervinBuldan,HDP,left,RT @Zelalalal: Bu sene hep bu cümleyi hatırlayacağım🤍 “Diken gibi sivri bulun dik davran Başına gülden çelenkler örsün devran”,Wed Jun 04 21:13:56 +0000 2025
1930356959854899566,PervinBuldan,HDP,left,"RT @mahabadanter: Savaş Buldan, Musa Anter , Feqi Hüseyin Sağnıç",Wed Jun 04 20:12:18 +0000 2025
1929962409982063028,PervinBuldan,HDP,left,"RT @KeskinBayindir: Bundan 31 yıl önce katledilen Kürt iş insanları Savaş Buldan, Adnan Yıldırım ve Hacı Karay'ı bir kez daha özlemle anıyo…",Tue Jun 03 18:04:30 +0000 2025
1929902571918868657,PervinBuldan,HDP,left,"RT @AbdullahZeydan: 32 yıl önce katledilen Savaş Buldan, Hacı Karay ve Adnan Yıldırım’ı saygı ve rahmetle anıyorum. Barış düşmanlarına in…",Tue Jun 03 14:06:43 +0000 2025
1929857539413311889,PervinBuldan,HDP,left,"RT @dempartistanbul: Eş Genel Başkanımız Tuncer Bakırhan, İmralı Heyeti Üyesi ve Meclis Başkanvekilimiz Pervin Buldan, İl Eş Başkanımız Ari…",Tue Jun 03 11:07:47 +0000 2025
1929857233719861711,PervinBuldan,HDP,left,"RT @oznurbartin: Di salvegera qetilkirina #SavaşBuldan, #AdnanYildirim û #HaciKaray de wan bi rêzdarî û minnetdarî bi bîr tînim. Em ê soza…",Tue Jun 03 11:06:34 +0000 2025
1929838386715426855,PervinBuldan,HDP,left,"RT @SezaiTemelli: Savaş Buldan’ı, Hacı Karay’ı ve Adnan Yıldırım’ı özlemle, saygıyla ve mücadele azmiyle anıyorum. Bu halkın onlara bir ba…",Tue Jun 03 09:51:40 +0000 2025
1929831805835788404,PervinBuldan,HDP,left,"RT @tuncerbakirhan: 31 yıl önce bugün, sadece Kürt iş insanı olmanın bedelini canlarıyla ödeyen Savaş Buldan, Adnan Yıldırım ve Hacı Karay'…",Tue Jun 03 09:25:31 +0000 2025
1929831582820405311,PervinBuldan,HDP,left,"RT @meraldanis: Savaş Buldan'ı, Hacı Karay'ı ve Adnan Yıldırım'ı saygıyla, minnetle ve özlemle anıyorum; anıları mücadelemize her zaman ışı…",Tue Jun 03 09:24:38 +0000 2025
1929797660753424871,PervinBuldan,HDP,left,"RT @gulderenvarli: Yıllardır faili ""belli"" cinayetlerle yaşamını yitirenlerin yakınlarının adalet arayışı sürüyor. Adaletin sağlanmadığı,…",Tue Jun 03 07:09:50 +0000 2025
1929789769157890495,PervinBuldan,HDP,left,"RT @besnatosun: ""Baba bana yaşamın Çekirdeğini göster Baba bana bu yolun Sonundaki çiçeği"" #SavaşBuldan 3 Haziran 1994",Tue Jun 03 06:38:29 +0000 2025
1929789678053372187,PervinBuldan,HDP,left,RT @KeskinEren1: Savaş Buldan Hacı Karay Adnan Yıldırım 3 Haziran 1994 günü dönemin ‘devlet iradesi’ kararı ile katledildi. Savaş Buldan’ın…,Tue Jun 03 06:38:07 +0000 2025
1929778499717349605,PervinBuldan,HDP,left,"Üç güzel insan asla unutulmayacaksınız. Size büyük ve onurlu bir Barış’ı armağan edeceğiz. Sevgi, minnet ve şükranla",Tue Jun 03 05:53:42 +0000 2025
1929774914174665097,PervinBuldan,HDP,left,RT @Zelalalal: Sen gideli ben doğalı otuz bir yıl oldu bugün. Geçen ay ilk kez sana ait fotoğraf albümüne daha yakından baktım. Ne kadar ga…,Tue Jun 03 05:39:27 +0000 2025
1929273755227873706,PervinBuldan,HDP,left,Van Sporu 1. Lige yükselmesinden dolayı kutluyorum. Başarılarının devamını diliyorum.,Sun Jun 01 20:28:02 +0000 2025
1929152554505548274,PervinBuldan,HDP,left,"Şimdi FİNAL zamanı. Birinci Lige yükselmek için 2’inci Lig’de Play-off Final maçında bugün Kayseri’de karşılaşacak olan Vanspor ve Batman Petrolspor maçında her iki takıma başarılar diliyorum. Ümit ederiz ki dostluk kazansın, spor kazansın…",Sun Jun 01 12:26:25 +0000 2025
1928479014433292312,PervinBuldan,HDP,left,"Hamit Geylani’yi memleketi Şemdinli’de sonsuzluğa uğurladık. 78 yıllık ömrünün her anında halkına sadık, adalete bağlı, hakikatten yana oldu. Şimdi geriye bir meşale kaldı: Onurla mücadele etmenin, dimdik durmanın, halkı için yaşamış bir ömrün meşalesi. Hamit Geylani’yi saygı, sevgi ve minnetle anıyoruz.",Fri May 30 15:50:01 +0000 2025
1928469252064825746,PervinBuldan,HDP,left,RT @tuncerbakirhan: HEP’ten bugüne uzanan onurlu mücadelemizin neferi sevgili yol arkadaşımız Hamit Geylani’yi memleketi Şemdinli'de toprağ…,Fri May 30 15:11:13 +0000 2025
1928124763970375898,PervinBuldan,HDP,left,"RT @DEMGenelMerkezi: Kürt siyasetinin emektarlarından, DEP’ten günümüze kadar Kürt siyasi hareketinde yer alan Hamit Geylani’yi son yolculu…",Thu May 29 16:22:21 +0000 2025
1927673665052614785,PervinBuldan,HDP,left,"Kadim dost Hamit Geylani.Demokrasi ve barış mücadelesinin neferi, güzel yürekli abim…Yeri asla doldurulmayacak olan yoldaşlardan biri olarak kalacaksın. Asla unutulmayacaksın. Mekanın cennet olsun.",Wed May 28 10:29:50 +0000 2025
1924550841236676916,PervinBuldan,HDP,left,Faruk Saglam’ı kaybetmenin derin üzüntüsünü yaşıyoruz. Ailesinin ve halkımızın başı sağolsun.,Mon May 19 19:40:51 +0000 2025
1924019112738443605,PervinBuldan,HDP,left,"Serê malbata me, serê gele me sax be. Cîhê wî buheşt be.",Sun May 18 08:27:57 +0000 2025
1923685380957639134,PervinBuldan,HDP,left,"Galatasaray Meydanı’nda, yitirdiklerimizi anmak ve insanlık onurunun sesi olmak için Cumartesi annelerinin eylemine katıldık. Galatasaray meydan yalnızca kaybedilenlerin değil; onların peşini bırakmayan annelerin, kardeşlerin, evlatların adalet arayışının simgesidir. Toplumsal barış, geçmişle samimi bir yüzleşmeden geçer. Hakikat kabul edilmeli, adalet sağlanmalı ki demokrasi ve barış mümkün olsun.",Sat May 17 10:21:49 +0000 2025
1923055754908405881,PervinBuldan,HDP,left,Birçok cezaevinden çok sayıda fax ve mektup aldım. Sırrı Süreyya Önder yoldaş için taziye dileklerini belirtiyorlar. Hepsini ailesine teslim ettim. Her birine ayrı ayrı teşekkür ediyoruz.,Thu May 15 16:39:55 +0000 2025
1922177204663845168,PervinBuldan,HDP,left,Sevgili Selahattin Demirtaş’dan son kitabı Jamal gelmiş. Teşekkürler.,Tue May 13 06:28:52 +0000 2025
1921964042790273054,PervinBuldan,HDP,left,"RT @aslanferit21: MHP Genel Başkanı Devlet Bahçeli, Edirne Cezaevi'nde bulunan HDP eski Eş Genel Başkanı Selahattin Demirtaş'la telefon gör…",Mon May 12 16:21:50 +0000 2025
1921914679149949057,PervinBuldan,HDP,left,Senin de emeğin ve katkın çok büyük sevgili Selahattin Başkan. Sana da teşekkürler.,Mon May 12 13:05:41 +0000 2025
1921580640589246760,PervinBuldan,HDP,left,RT @Ronahi_nupelda: Zeliha Ana senin de Anneler günün kutlu olsun… #RojaDayîkaPîrozBe,Sun May 11 14:58:20 +0000 2025
1921472522094084368,PervinBuldan,HDP,left,"Batman İl Eşbaşkanımız, yol arkadaşımız Mustafa Mesut Tekik’in kaybetmenin üzüntüsünü yaşıyoruz. Başta ailesi, sevenleri, Batman il örgütümüz olmak üzere hepimizin başı sağ olsun.",Sun May 11 07:48:43 +0000 2025
1921471823977337214,PervinBuldan,HDP,left,Tüm annelerimizin Anneler Günü kutlu olsun. Barış Annelerimize armağan olsun.💐,Sun May 11 07:45:56 +0000 2025
1920946943032709152,PervinBuldan,HDP,left,RT @dilankuntayan: Sırrı başkanı memleketi Adıyaman’da bir kez daha andık. Bütün Anadolu ve Mezopotamya memleketidir artık. Barış mücadelem…,Fri May 09 21:00:15 +0000 2025
1920891690618871938,PervinBuldan,HDP,left,"RT @DEMGenelMerkezi: Sırrı Süreyya Önder için bugün memleketi Adıyaman’da taziye kuruldu. Taziyeye; Önder’in ailesi, Eş Genel Başkanımız Tü…",Fri May 09 17:20:42 +0000 2025
1919618029752594863,PervinBuldan,HDP,left,"BAZI EMANETLER, YÜREKLE TAŞINIR…",Tue May 06 04:59:37 +0000 2025
1919249880406478938,PervinBuldan,HDP,left,Gel bir cigara içek.,Mon May 05 04:36:44 +0000 2025
1919119544745914368,PervinBuldan,HDP,left,Milyonların gönlünde taht kurdun. Rahat uyu. Gözün arkada kalmasın yoldaş. Bugün sana veda ederken çok söz verdim ama bir şeyi unuttum. Ceren de bana emanet.,Sun May 04 19:58:49 +0000 2025
1916784012619645125,PervinBuldan,HDP,left,"Çok yaralısın biliyorum. Kalbin yaralı, yüreğin yaralı,beynin bedenin yaralı. 15 Nisan akşamı geçirdiğin kalp krizi değil seni yaralayan bunu da biliyorum. En son 7 ay önce bir daha, yeniden Barış’a çıkan yola girdiğimiz zaman başladı ağrıların. Bir Türk, bir Arap Kürdün barışını sağlayamaz diyenlere inat “Aman başkanım geri dönüş yok” dedin. Oysa aslında sen Türk bende Kürt’tüm.Sen yüreğinin içine Barış’ı yerleştirmiştin. Türk’ü, Kürt’ü, Ermeniyi, Aleviyi, Lazı, Çerkez’i, Kadınları, Çocukları koymustun yüreğinin tam ortasına. 85 milyonu yerleştirmiştin. Oysa ne fark ederdi ki gönlünü, ömrünü Barış’a adayanın Türk yada Kürt olmasına.Ben daraldığımda “Rahat ol Başkanım ben hallederim”diyordun. Şimdi ben sana diyorum sen iyileşmene bak ben hallederim. İki omuzunun üstüne benim de yükümü koymustun. Şimdi ben senin yükünü omuzlarıma aldım. Sen şimdi hastanenin -3. Kartında, yoğun bakımda yaralı bedeninle yatıyorsun. Barış’a giden yola birlikte baş koyduk. Seninle tamamlıyacağız. Bu yolda beni, bizi yalnız bırakmayacağını biliyorum. Gerçekleşecek olan Barış senin güzel yüreğine merhem olacak. Hadi uyan, yola devam Sırrı Başkanım.",Mon Apr 28 09:18:15 +0000 2025
1916587975628018027,PervinBuldan,HDP,left,Sırrı Süreyya Önder: Sözcüklerle Yaralanmış Bir Barış Elçisi,Sun Apr 27 20:19:16 +0000 2025
1916561563416224141,PervinBuldan,HDP,left,"RT @ilketvcomtr: 🖊️Cegerxwîn Polat yazdı: Sırrı Abi’ye mektup… ""Barış arabasının tekeri bir kez dönmüştü ve duramazdı. Omuz verdi yoldaşlar…",Sun Apr 27 18:34:19 +0000 2025
1914766817584705591,PervinBuldan,HDP,left,"Van- Hakkari karayolunda meydana gelen trafik kazasında yaşamını yitiren insanlarımıza Allah’tan rahmet, yaralılara acil şifalar diliyorum. Başımız sağolsun.",Tue Apr 22 19:42:38 +0000 2025
1913932349537927617,PervinBuldan,HDP,left,RT @DEMGenelMerkezi: İmralı Heyeti üyesi Sırrı Süreyya Önder’in hastanedeki yoğun bakım tedavisi sürüyor. Partimiz bütün kurullarıyla hasta…,Sun Apr 20 12:26:45 +0000 2025
1913932232491704517,PervinBuldan,HDP,left,RT @aysegul__dogan: DEM Parti olarak İmralı Heyeti’ne yeni isimlerin katılmasına dönük bir tartışmamız yoktur. Ayrıca Adalet Bakanı ile gör…,Sun Apr 20 12:26:18 +0000 2025
1913642952796029278,PervinBuldan,HDP,left,"İdris Baluken yazdı | Acele etme, fazla da gecikme Sırrı Abi…",Sat Apr 19 17:16:48 +0000 2025
1913122473756835964,PervinBuldan,HDP,left,Sn. Cumhurbaşkanı’nı ziyaret edeceğimiz gün “Başkanım gel bir selfi çekip kızlarımıza gönderelim” dedi. “Barış için her şeyi göze alıyoruz bilsinler.”diyerek gülmüştük yoldaşımla.” “Linç ve hakaretlere hazır olsun onlar da demişti “,Fri Apr 18 06:48:36 +0000 2025
1912859433085862026,PervinBuldan,HDP,left,Hastane önünden.,Thu Apr 17 13:23:22 +0000 2025
1912851025909666173,PervinBuldan,HDP,left,RT @cerenonder_: En iyi bildiğin şeyi yap ve diren baba. Benim için değilse torunun için. Senin ona anlatacaklarını ben anlatamam. Elime yü…,Thu Apr 17 12:49:58 +0000 2025
1912729789963575806,PervinBuldan,HDP,left,Muhsin Kızılkaya’ya teşekkür edeceğim hiç aklıma gelmezdi. O kadar güzel anlatmışsın ki gerçekten teşekkür.,Thu Apr 17 04:48:13 +0000 2025
1912108403050054039,PervinBuldan,HDP,left,Mahmut Duran (Qiro) mücadele tarihinde hem de Hakkari halkının gönlünde taht kurmuştu. Derin izler bırakarak vefat etti. Mekanı cennet olsun. Ailesinin ve Hakkari halkının başı sağolsun.,Tue Apr 15 11:39:03 +0000 2025
1911047505212551278,PervinBuldan,HDP,left,İtalya’nın Başkenti Roma’da düzenlenen Kürt Konferansindayiz.,Sat Apr 12 13:23:25 +0000 2025
1906238426287898817,PervinBuldan,HDP,left,Cejna we pîroz be.💐,Sun Mar 30 06:53:51 +0000 2025
1905357532995944759,PervinBuldan,HDP,left,Geçmiş olsun ve acil şifa dileklerimi iletiyorum.,Thu Mar 27 20:33:30 +0000 2025
1903706633445707812,PervinBuldan,HDP,left,Faşo,Sun Mar 23 07:13:25 +0000 2025
1903407576236048389,PervinBuldan,HDP,left,Kürtlerin bayramı olduğu için hep yasaklandı.,Sat Mar 22 11:25:04 +0000 2025
1903372738179236112,PervinBuldan,HDP,left,Newroz’a Rıha.,Sat Mar 22 09:06:38 +0000 2025
1902980060006531308,PervinBuldan,HDP,left,2025 Newroz’u barışa ve özgürlüklere vesile olsun. Newroz pîroz be!,Fri Mar 21 07:06:16 +0000 2025
1902702390966403440,PervinBuldan,HDP,left,Urfa Newroz mitingimizden. Newroz piroz be.,Thu Mar 20 12:42:55 +0000 2025
1902356296084390387,PervinBuldan,HDP,left,Newroz’a Wan’e. Newroz piroz be.,Wed Mar 19 13:47:39 +0000 2025
1900529921023164788,PervinBuldan,HDP,left,19 Mart Çarşamba Van Newroz’unda buluşalım. Newroz Piroz Be..,Fri Mar 14 12:50:17 +0000 2025
1900153430590521802,PervinBuldan,HDP,left,Barış Annesi Sakine Arat’a Allah’tan rahmet diliyorum. Ömrünü barışa adamış bir annemiz daha yitip gitti bu dünyadan. Mücadelesi her daim bizimle olacak.,Thu Mar 13 11:54:15 +0000 2025
1899550375201460512,PervinBuldan,HDP,left,RT @OhdVan: DEM Parti Van Milletvekili @PervinBuldan ile @DEMPartiWan İl Eşbaşkanları Veysi Dilekçi ve Gülşen Kurt’un da aralarında bulundu…,Tue Mar 11 19:57:56 +0000 2025
1899506108621902072,PervinBuldan,HDP,left,"RT @DEMPartiWan: DEM parti Van il eş başkanlarımız #GülşenKurt, #VeysiDilekçi ile Van Milletvekilimiz ve İmralı heyeti üyesi #PervinBuldan'…",Tue Mar 11 17:02:02 +0000 2025
1899466015177580680,PervinBuldan,HDP,left,"RT @DEMPartiWan: DEM parti Van il eş başkanlarımız #GülşenKurt, #VeysiDilekçi ile Van Milletvekilimiz ve İmralı heyeti üyesi #PervinBuldan'…",Tue Mar 11 14:22:43 +0000 2025
1899432282118582729,PervinBuldan,HDP,left,Van İl Eşbaşkanlarımız Veysi Dilekçi Gülşen Kurt ve il yönetimimizle birlikte Ekoloji Derneği ve ÖHD’yi ziyaret ettik. Sıcak ilgilerinden dolayı iki kurumumuza da teşekkür ediyoruz.,Tue Mar 11 12:08:40 +0000 2025
1899047119710720445,PervinBuldan,HDP,left,Barış’a verilen destek her zaman kıymetlidir. Teşekkürler Edgar Morin.,Mon Mar 10 10:38:10 +0000 2025
1898740328292622509,PervinBuldan,HDP,left,Van’da 8 Mart Dünya Emekçi Kadınlar Gününü büyük bir coşkuyla kutladık.,Sun Mar 09 14:19:05 +0000 2025
1898300612837519800,PervinBuldan,HDP,left,8 Mart Dünya Emekçi Kadınlar günü kutlu olsun. Bu yıl daha büyük bir coşkuyla karşılıyoruz günümüzü. Barışa olan inanç ve kararlılıkla kadınlarla buluşuyoruz. Jin Jiyan Azadi,Sat Mar 08 09:11:49 +0000 2025
1897650709471912380,PervinBuldan,HDP,left,RT @MadeinKurdsh: Van Çaldıran öğrencilerinin muhteşem korosu sosyal medyada viral oldu,Thu Mar 06 14:09:20 +0000 2025
1897649513776451638,PervinBuldan,HDP,left,RT @DEMPartiWan: 9ê Adarê Saet 11:00'an Em ê li parqa Musa Anter bibin! 9 Mart'ta saat 11:00'de Musa Anter Barış Parkında olacağız! @Tu…,Thu Mar 06 14:04:35 +0000 2025
1895724023633625214,PervinBuldan,HDP,left,Barışın yanında olalım,Sat Mar 01 06:33:22 +0000 2025
1894438164674076692,PervinBuldan,HDP,left,RT @MadeinKurdsh: Genç Kürt kızlarının söylediği canda şarkısı sosyal medya'da beğeni topladı,Tue Feb 25 17:23:50 +0000 2025
1893686941356277953,PervinBuldan,HDP,left,HDK’ye gerçekleştirilen hukuksuz tutuklama furyasından dolayı geçmiş olsun ziyareti gerçekleştirdik.,Sun Feb 23 15:38:44 +0000 2025
1893659315535257978,PervinBuldan,HDP,left,Dem parti İstanbul İl kongresinde yönetime seçilen bütün arkadaşlarıma başarılar diliyorum. Şimdiye kadar görevi yürüten arkadaşlarımızın emeklerine sağlık.,Sun Feb 23 13:48:57 +0000 2025
1893246682206216367,PervinBuldan,HDP,left,Partimizin emektarı olan ve Van İl örgümüzün bahçesinde sürekli nöbet tutan Mam Celal’in vefatı hepimizi derinden üzdü. Mekanı cennet olsun.,Sat Feb 22 10:29:18 +0000 2025
1892618062681047305,PervinBuldan,HDP,left,Hewler’in tarihi kalesini ziyaret ettik. Vali Omid Xoşnav’a teşekkür ederiz.,Thu Feb 20 16:51:23 +0000 2025
1892460574669246929,PervinBuldan,HDP,left,Kürdistan Bölgesel Yönetimi Başbakanı Mesrur Barzani’yle de bir görüşme gerçekleştirdik.,Thu Feb 20 06:25:35 +0000 2025
1892246077434191967,PervinBuldan,HDP,left,"Em wek şande çûn li ser gora #MamCelal. Lewra ew di dîroka Kurd û Kurdistanê de bi têkoşîna azadiyê, hêviya aştî û yekîtî, xebatên dîplomatîk tu car nayê jibîrkirin. Em li ser gora wî cardin soz didin ku sekn û têkoşîna wî wê rêya me ronî bike. Rûhê wî her şad be!",Wed Feb 19 16:13:15 +0000 2025
1892120732596949457,PervinBuldan,HDP,left,Irak Cumhurbaşkanı Sn. Abdullatif Reşid’in kıymetli eşi Shanaz Ibrahim Ahmed’in ziyaretimize verdiği kıymet ve ilgi için minnettarız. Kendisini tanımaktan büyük bir onur duydum.,Wed Feb 19 07:55:11 +0000 2025
1891892639332446279,PervinBuldan,HDP,left,Bizi sıcak karşılamalarından dolayı Sn. Bafıl ve Sn. Kubat Talabani’ye teşekkür ediyoruz. Çok kıymetli bir görüşme oldu. Gördük ki Mam Celal’in Barış ve Çözüm çabası sürdürülüyor.,Tue Feb 18 16:48:49 +0000 2025
1891796162899747112,PervinBuldan,HDP,left,Hewler’e ikinci ziyaretimiz Sn. Neçirwan Barzani’yle oldu. Bu kıymetli buluşmada gösterilen ilgiye teşekkür ediyorum.,Tue Feb 18 10:25:27 +0000 2025
1891205238431899775,PervinBuldan,HDP,left,Bugün Hewler’de Sn. Mesut Barzani ile önemli bir görüşme gerçekleştirdik. İlgi ve alakaları için çok teşekkür ediyorum. Bu görüşmenin hayırlara vesile olmasını temenni ediyorum.,Sun Feb 16 19:17:20 +0000 2025
1890430129882431936,PervinBuldan,HDP,left,"Kürt sorununun çözümü ve barış için yaptığımız görüşmeler kapsamında Eş Genel Başkanlarımızla Barış için Toplumsal Girişim’ini ağırladık. Değerli akademisyen, yazar ve siyasetçilere bu verimli görüşme için teşekkür ediyoruz. Ortak akla dayanarak barışı birlikte inşa edeceğiz.",Fri Feb 14 15:57:20 +0000 2025
1890026403481129468,PervinBuldan,HDP,left,RT @DEMGenelMerkezi: DEM Parti İmralı Heyeti Üyesi Pervin Buldan Edirne Cezaevinde tutuklu bulunan HDP önceki dönem Eş Genel Başkanı Selaha…,Thu Feb 13 13:13:04 +0000 2025
1888552277864030510,PervinBuldan,HDP,left,RT @DEMPartiWan: DEM Parti Van Milletvekillerimiz dün #Elazığ'da #Vanspor'a yönelik ırkçı saldırıyı @TBMMGenelKurulu gündemine taşıdı! #V…,Sun Feb 09 11:35:25 +0000 2025
1888314273627079009,PervinBuldan,HDP,left,Vanspor’a yapılan saldırıyı lanetliyorum. Yaralılara acil şifalar diliyorum.Olay tüm boyutlarıyla incelenip ortaya çıkartılmalıdır.,Sat Feb 08 19:49:40 +0000 2025
1885401508746842485,PervinBuldan,HDP,left,"RT @DEMGenelMerkezi: DEM Parti İmralı Heyeti Üyesi Pervin Buldan, Sincan Kapalı Cezaevinde tutuklu bulunan DTK Eş Başkanı Leyla Güven ve di…",Fri Jan 31 18:55:23 +0000 2025
1884306473850921039,PervinBuldan,HDP,left,"Bu haberde geçen bütün iddialar, söylenenler hiçbiri doğru değil.Habercilik ilkelerini bile ayaklar altına aldınız. Bu kadar hayati bir meselede bile böylesi yalan ve yanlış bilgi vermek işin ciddiyetine uygun değil. Kısacası külliyen yalan bir haber.",Tue Jan 28 18:24:06 +0000 2025
1880531815414526118,PervinBuldan,HDP,left,Eş Genel Başkanımız Tuncer Bakırhan’ın kıymetli Babası Ali Bakırhana Allah’tan rahmet diliyorum. Bakırhan ailesine başsağlığı dileklerimi iletiyorum.,Sat Jan 18 08:24:58 +0000 2025
1880213941114270145,PervinBuldan,HDP,left,"RT @DEMGenelMerkezi: Umutluyuz, halkımızın desteği barış ve çözüm için kıymetli yapı taşı olacak DEM Parti İmralı Heyeti'nin Sayın Öcalan…",Fri Jan 17 11:21:50 +0000 2025
