ID,Author,party,political_side,Date,cleaned_text,top3_emotion_ids
1933073971563426037,PervinBuldan,HDP,left,Thu Jun 12 08:08:44 +0000 2025,"Nasıl desem. Desem sana dert, demesem bana dert. Nurlar içinde uyu.","9,22,25"
1932089975895359855,PervinBuldan,HDP,left,Mon Jun 09 14:58:41 +0000 2025,Manisa Büyükşehir Belediye Başkanı Ferdi Zeyreke Allahtan rahmet diliyorum. Sevenlerinin başı sagolsun.,"13,18,25"
1932047077225254957,PervinBuldan,HDP,left,Mon Jun 09 12:08:13 +0000 2025,Van İl Eşbaşkanımız Veysi Dilekçi ve Vekilimizle birlikte Yüzüncü Yıl Dursun Odabaşı Tıp Fakültesinde ve evlerde yatan hastalarımıza ziyaretler gerçekleştirdik. Allah hepsine şifa versin.,"13,26,22"
1931795817825812578,PervinBuldan,HDP,left,Sun Jun 08 19:29:48 +0000 2025,Milletvekilimiz Mahmut Dindarı Vanda tedavi gördüğü hastanede ziyaret ettik. En kısa zamanda sağlığına kavuşmasını temenni ediyor acil şifalar diliyoruz.,"25,9,18"
1931716268828369074,PervinBuldan,HDP,left,Sun Jun 08 14:13:42 +0000 2025,Van İl Eşbaşkanımız Gülşen Kurt ve Vekilimizle birlikte Van Barosunu ziyaret ettik. Baro Başkanı Sn. Sinan Özaraz ve arkadaşlarına sıcak ilgilerinden dolayı teşekkür ediyoruz.,"13,26,22"
1931713283918123009,PervinBuldan,HDP,left,Sun Jun 08 14:01:51 +0000 2025,"RT  DEM parti İmralı heyeti üyesi, TBMM Başkanvekili ve Van Milletvekilimiz Pervin Buldan, Demokratik Birlik İnisiyatifi Eşbaş","13,26,22"
1931703577120010280,PervinBuldan,HDP,left,Sun Jun 08 13:23:16 +0000 2025,Vanda aile ziyaretlerimizden.,"13,18,26"
1931439860876746811,PervinBuldan,HDP,left,Sat Jun 07 19:55:21 +0000 2025,RT  Me îro bi beşdarbûna gelê xwe ve cejna qûrbanê bi girseyî pîroz kir. Van il binamızda halkımızla bayramlaşma programımız,"13,26,22"
1931436503839748505,PervinBuldan,HDP,left,Sat Jun 07 19:42:01 +0000 2025,Manisa Büyükşehir Belediye Başkanı Sn. Ferdi Zeyreke acil şifa diliyorum. En kısa zamanda sağlığına kavuşur insallah.,"13,25,18"
1931435196470939704,PervinBuldan,HDP,left,Sat Jun 07 19:36:49 +0000 2025,"RT  İpekyolu Belediye Eşbaşkanı Canan Uzunay, Meclis İkinci Başkan Vekili Cahit Şen, Belediye Eşbaşkan Yardımcısı Cüneyt Erg","13,26,22"
1931328103466316067,PervinBuldan,HDP,left,Sat Jun 07 12:31:16 +0000 2025,Van İl Örgütümüzde halkımızla bayramlaştık.,"13,26,22"
1931062257401905662,PervinBuldan,HDP,left,Fri Jun 06 18:54:54 +0000 2025,Eyda hewê pîroz bit.,"13,26,18"
1930733389570527379,PervinBuldan,HDP,left,Thu Jun 05 21:08:06 +0000 2025,"Diyarbakırda bir apartmanda çıkan yangında hayatını kaybedenlere Allahtan rahmet, yaralılara acil şifalar diliyorum. Geçmiş olsun.","25,9,11"
1930372469728157996,PervinBuldan,HDP,left,Wed Jun 04 21:13:56 +0000 2025,RT  Bu sene hep bu cümleyi hatırlayacağım Diken gibi sivri bulun dik davran Başına gülden çelenkler örsün devran,"22,13,26"
1930356959854899566,PervinBuldan,HDP,left,Wed Jun 04 20:12:18 +0000 2025,"RT  Savaş Buldan, Musa Anter , Feqi Hüseyin Sağnıç","13,22,26"
1929962409982063028,PervinBuldan,HDP,left,Tue Jun 03 18:04:30 +0000 2025,"RT  Bundan 31 yıl önce katledilen Kürt iş insanları Savaş Buldan, Adnan Yıldırım ve Hacı Karayı bir kez daha özlemle anıyo","25,9,11"
1929902571918868657,PervinBuldan,HDP,left,Tue Jun 03 14:06:43 +0000 2025,"RT  32 yıl önce katledilen Savaş Buldan, Hacı Karay ve Adnan Yıldırımı saygı ve rahmetle anıyorum. Barış düşmanlarına in","25,9,11"
1929857539413311889,PervinBuldan,HDP,left,Tue Jun 03 11:07:47 +0000 2025,"RT  Eş Genel Başkanımız Tuncer Bakırhan, İmralı Heyeti Üyesi ve Meclis Başkanvekilimiz Pervin Buldan, İl Eş Başkanımız Ari","22,13,26"
1929857233719861711,PervinBuldan,HDP,left,Tue Jun 03 11:06:34 +0000 2025,"RT  Di salvegera qetilkirina SavaşBuldan, AdnanYildirim û HaciKaray de wan bi rêzdarî û minnetdarî bi bîr tînim. Em ê soza","25,9,11"
1929838386715426855,PervinBuldan,HDP,left,Tue Jun 03 09:51:40 +0000 2025,"RT  Savaş Buldanı, Hacı Karayı ve Adnan Yıldırımı özlemle, saygıyla ve mücadele azmiyle anıyorum. Bu halkın onlara bir ba","13,18,26"
1929831805835788404,PervinBuldan,HDP,left,Tue Jun 03 09:25:31 +0000 2025,"RT  31 yıl önce bugün, sadece Kürt iş insanı olmanın bedelini canlarıyla ödeyen Savaş Buldan, Adnan Yıldırım ve Hacı Karay","22,9,25"
1929831582820405311,PervinBuldan,HDP,left,Tue Jun 03 09:24:38 +0000 2025,"RT  Savaş Buldanı, Hacı Karayı ve Adnan Yıldırımı saygıyla, minnetle ve özlemle anıyorum anıları mücadelemize her zaman ışı","13,18,26"
1929797660753424871,PervinBuldan,HDP,left,Tue Jun 03 07:09:50 +0000 2025,"RT  Yıllardır faili belli cinayetlerle yaşamını yitirenlerin yakınlarının adalet arayışı sürüyor. Adaletin sağlanmadığı,","25,9,11"
1929789769157890495,PervinBuldan,HDP,left,Tue Jun 03 06:38:29 +0000 2025,RT  Baba bana yaşamın Çekirdeğini göster Baba bana bu yolun Sonundaki çiçeği SavaşBuldan 3 Haziran 1994,"13,22,26"
1929789678053372187,PervinBuldan,HDP,left,Tue Jun 03 06:38:07 +0000 2025,RT  Savaş Buldan Hacı Karay Adnan Yıldırım 3 Haziran 1994 günü dönemin devlet iradesi kararı ile katledildi. Savaş Buldanın,"25,9,11"
1929778499717349605,PervinBuldan,HDP,left,Tue Jun 03 05:53:42 +0000 2025,"Üç güzel insan asla unutulmayacaksınız. Size büyük ve onurlu bir Barışı armağan edeceğiz. Sevgi, minnet ve şükranla","13,18,26"
1929774914174665097,PervinBuldan,HDP,left,Tue Jun 03 05:39:27 +0000 2025,RT  Sen gideli ben doğalı otuz bir yıl oldu bugün. Geçen ay ilk kez sana ait fotoğraf albümüne daha yakından baktım. Ne kadar ga,"22,26,13"
1929273755227873706,PervinBuldan,HDP,left,Sun Jun 01 20:28:02 +0000 2025,Van Sporu 1. Lige yükselmesinden dolayı kutluyorum. Başarılarının devamını diliyorum.,"13,18,26"
1929152554505548274,PervinBuldan,HDP,left,Sun Jun 01 12:26:25 +0000 2025,"Şimdi FİNAL zamanı. Birinci Lige yükselmek için 2inci Ligde Play-off Final maçında bugün Kayseride karşılaşacak olan Vanspor ve Batman Petrolspor maçında her iki takıma başarılar diliyorum. Ümit ederiz ki dostluk kazansın, spor kazansın","13,26,22"
1928479014433292312,PervinBuldan,HDP,left,Fri May 30 15:50:01 +0000 2025,"Hamit Geylaniyi memleketi Şemdinlide sonsuzluğa uğurladık. 78 yıllık ömrünün her anında halkına sadık, adalete bağlı, hakikatten yana oldu. Şimdi geriye bir meşale kaldı Onurla mücadele etmenin, dimdik durmanın, halkı için yaşamış bir ömrün meşalesi. Hamit Geylaniyi saygı, sevgi ve minnetle anıyoruz.","13,26,18"
1928469252064825746,PervinBuldan,HDP,left,Fri May 30 15:11:13 +0000 2025,RT  HEPten bugüne uzanan onurlu mücadelemizin neferi sevgili yol arkadaşımız Hamit Geylaniyi memleketi Şemdinlide toprağ,"13,18,26"
1928124763970375898,PervinBuldan,HDP,left,Thu May 29 16:22:21 +0000 2025,"RT  Kürt siyasetinin emektarlarından, DEPten günümüze kadar Kürt siyasi hareketinde yer alan Hamit Geylaniyi son yolculu","13,26,22"
1927673665052614785,PervinBuldan,HDP,left,Wed May 28 10:29:50 +0000 2025,"Kadim dost Hamit Geylani.Demokrasi ve barış mücadelesinin neferi, güzel yürekli abimYeri asla doldurulmayacak olan yoldaşlardan biri olarak kalacaksın. Asla unutulmayacaksın. Mekanın cennet olsun.","13,26,18"
1924550841236676916,PervinBuldan,HDP,left,Mon May 19 19:40:51 +0000 2025,Faruk Saglamı kaybetmenin derin üzüntüsünü yaşıyoruz. Ailesinin ve halkımızın başı sağolsun.,"25,9,11"
1924019112738443605,PervinBuldan,HDP,left,Sun May 18 08:27:57 +0000 2025,"Serê malbata me, serê gele me sax be. Cîhê wî buheşt be.","22,13,26"
1923685380957639134,PervinBuldan,HDP,left,Sat May 17 10:21:49 +0000 2025,"Galatasaray Meydanında, yitirdiklerimizi anmak ve insanlık onurunun sesi olmak için Cumartesi annelerinin eylemine katıldık. Galatasaray meydan yalnızca kaybedilenlerin değil onların peşini bırakmayan annelerin, kardeşlerin, evlatların adalet arayışının simgesidir. Toplumsal barış, geçmişle samimi bir yüzleşmeden geçer. Hakikat kabul edilmeli, adalet sağlanmalı ki demokrasi ve barış mümkün olsun.","22,13,9"
1923055754908405881,PervinBuldan,HDP,left,Thu May 15 16:39:55 +0000 2025,Birçok cezaevinden çok sayıda fax ve mektup aldım. Sırrı Süreyya Önder yoldaş için taziye dileklerini belirtiyorlar. Hepsini ailesine teslim ettim. Her birine ayrı ayrı teşekkür ediyoruz.,"22,26,13"
1922177204663845168,PervinBuldan,HDP,left,Tue May 13 06:28:52 +0000 2025,Sevgili Selahattin Demirtaşdan son kitabı Jamal gelmiş. Teşekkürler.,"13,18,26"
1921964042790273054,PervinBuldan,HDP,left,Mon May 12 16:21:50 +0000 2025,"RT  MHP Genel Başkanı Devlet Bahçeli, Edirne Cezaevinde bulunan HDP eski Eş Genel Başkanı Selahattin Demirtaşla telefon gör","9,25,22"
1921914679149949057,PervinBuldan,HDP,left,Mon May 12 13:05:41 +0000 2025,Senin de emeğin ve katkın çok büyük sevgili Selahattin Başkan. Sana da teşekkürler.,"13,18,26"
1921580640589246760,PervinBuldan,HDP,left,Sun May 11 14:58:20 +0000 2025,RT  Zeliha Ana senin de Anneler günün kutlu olsun RojaDayîkaPîrozBe,"13,18,26"
1921472522094084368,PervinBuldan,HDP,left,Sun May 11 07:48:43 +0000 2025,"Batman İl Eşbaşkanımız, yol arkadaşımız Mustafa Mesut Tekikin kaybetmenin üzüntüsünü yaşıyoruz. Başta ailesi, sevenleri, Batman il örgütümüz olmak üzere hepimizin başı sağ olsun.","25,9,11"
1921471823977337214,PervinBuldan,HDP,left,Sun May 11 07:45:56 +0000 2025,Tüm annelerimizin Anneler Günü kutlu olsun. Barış Annelerimize armağan olsun.,"13,18,26"
1920946943032709152,PervinBuldan,HDP,left,Fri May 09 21:00:15 +0000 2025,RT  Sırrı başkanı memleketi Adıyamanda bir kez daha andık. Bütün Anadolu ve Mezopotamya memleketidir artık. Barış mücadelem,"22,26,9"
1920891690618871938,PervinBuldan,HDP,left,Fri May 09 17:20:42 +0000 2025,"RT  Sırrı Süreyya Önder için bugün memleketi Adıyamanda taziye kuruldu. Taziyeye Önderin ailesi, Eş Genel Başkanımız Tü","13,26,22"
1919618029752594863,PervinBuldan,HDP,left,Tue May 06 04:59:37 +0000 2025,"BAZI EMANETLER, YÜREKLE TAŞINIR","9,22,25"
1919249880406478938,PervinBuldan,HDP,left,Mon May 05 04:36:44 +0000 2025,Gel bir cigara içek.,"13,22,26"
1919119544745914368,PervinBuldan,HDP,left,Sun May 04 19:58:49 +0000 2025,Milyonların gönlünde taht kurdun. Rahat uyu. Gözün arkada kalmasın yoldaş. Bugün sana veda ederken çok söz verdim ama bir şeyi unuttum. Ceren de bana emanet.,"22,9,26"
1916784012619645125,PervinBuldan,HDP,left,Mon Apr 28 09:18:15 +0000 2025,"Çok yaralısın biliyorum. Kalbin yaralı, yüreğin yaralı,beynin bedenin yaralı. 15 Nisan akşamı geçirdiğin kalp krizi değil seni yaralayan bunu da biliyorum. En son 7 ay önce bir daha, yeniden Barışa çıkan yola girdiğimiz zaman başladı ağrıların. Bir Türk, bir Arap Kürdün barışını sağlayamaz diyenlere inat Aman başkanım geri dönüş yok dedin. Oysa aslında sen Türk bende Kürttüm.Sen yüreğinin içine Barışı yerleştirmiştin. Türkü, Kürtü, Ermeniyi, Aleviyi, Lazı, Çerkezi, Kadınları, Çocukları koymustun yüreğinin tam ortasına. 85 milyonu yerleştirmiştin. Oysa ne fark ederdi ki gönlünü, ömrünü Barışa adayanın Türk yada Kürt olmasına.Ben daraldığımda Rahat ol Başkanım ben hallederimdiyordun. Şimdi ben sana diyorum sen iyileşmene bak ben hallederim. İki omuzunun üstüne benim de yükümü koymustun. Şimdi ben senin yükünü omuzlarıma aldım. Sen şimdi hastanenin -3. Kartında, yoğun bakımda yaralı bedeninle yatıyorsun. Barışa giden yola birlikte baş koyduk. Seninle tamamlıyacağız. Bu yolda beni, bizi yalnız bırakmayacağını biliyorum. Gerçekleşecek olan Barış senin güzel yüreğine merhem olacak. Hadi uyan, yola devam Sırrı Başkanım.","9,25,11"
1916587975628018027,PervinBuldan,HDP,left,Sun Apr 27 20:19:16 +0000 2025,Sırrı Süreyya Önder Sözcüklerle Yaralanmış Bir Barış Elçisi,"25,9,11"
1916561563416224141,PervinBuldan,HDP,left,Sun Apr 27 18:34:19 +0000 2025,RT  Cegerxwîn Polat yazdı Sırrı Abiye mektup Barış arabasının tekeri bir kez dönmüştü ve duramazdı. Omuz verdi yoldaşlar,"22,9,26"
1914766817584705591,PervinBuldan,HDP,left,Tue Apr 22 19:42:38 +0000 2025,"Van- Hakkari karayolunda meydana gelen trafik kazasında yaşamını yitiren insanlarımıza Allahtan rahmet, yaralılara acil şifalar diliyorum. Başımız sağolsun.","25,9,11"
1913932349537927617,PervinBuldan,HDP,left,Sun Apr 20 12:26:45 +0000 2025,RT  İmralı Heyeti üyesi Sırrı Süreyya Önderin hastanedeki yoğun bakım tedavisi sürüyor. Partimiz bütün kurullarıyla hasta,"25,9,11"
1913932232491704517,PervinBuldan,HDP,left,Sun Apr 20 12:26:18 +0000 2025,RT  DEM Parti olarak İmralı Heyetine yeni isimlerin katılmasına dönük bir tartışmamız yoktur. Ayrıca Adalet Bakanı ile gör,"6,22,9"
1913642952796029278,PervinBuldan,HDP,left,Sat Apr 19 17:16:48 +0000 2025,"İdris Baluken yazdı  Acele etme, fazla da gecikme Sırrı Abi","22,9,26"
1913122473756835964,PervinBuldan,HDP,left,Fri Apr 18 06:48:36 +0000 2025,Sn. Cumhurbaşkanını ziyaret edeceğimiz gün Başkanım gel bir selfi çekip kızlarımıza gönderelim dedi. Barış için her şeyi göze alıyoruz bilsinler.diyerek gülmüştük yoldaşımla. Linç ve hakaretlere hazır olsun onlar da demişti,"22,26,9"
1912859433085862026,PervinBuldan,HDP,left,Thu Apr 17 13:23:22 +0000 2025,Hastane önünden.,"25,9,11"
1912851025909666173,PervinBuldan,HDP,left,Thu Apr 17 12:49:58 +0000 2025,RT  En iyi bildiğin şeyi yap ve diren baba. Benim için değilse torunun için. Senin ona anlatacaklarını ben anlatamam. Elime yü,"22,9,11"
1912729789963575806,PervinBuldan,HDP,left,Thu Apr 17 04:48:13 +0000 2025,Muhsin Kızılkayaya teşekkür edeceğim hiç aklıma gelmezdi. O kadar güzel anlatmışsın ki gerçekten teşekkür.,"22,26,9"
1912108403050054039,PervinBuldan,HDP,left,Tue Apr 15 11:39:03 +0000 2025,Mahmut Duran Qiro mücadele tarihinde hem de Hakkari halkının gönlünde taht kurmuştu. Derin izler bırakarak vefat etti. Mekanı cennet olsun. Ailesinin ve Hakkari halkının başı sağolsun.,"25,9,22"
1911047505212551278,PervinBuldan,HDP,left,Sat Apr 12 13:23:25 +0000 2025,İtalyanın Başkenti Romada düzenlenen Kürt Konferansindayiz.,"22,9,13"
1906238426287898817,PervinBuldan,HDP,left,Sun Mar 30 06:53:51 +0000 2025,Cejna we pîroz be.,"13,26,18"
1905357532995944759,PervinBuldan,HDP,left,Thu Mar 27 20:33:30 +0000 2025,Geçmiş olsun ve acil şifa dileklerimi iletiyorum.,"25,9,11"
1903706633445707812,PervinBuldan,HDP,left,Sun Mar 23 07:13:25 +0000 2025,Faşo,"13,26,22"
1903407576236048389,PervinBuldan,HDP,left,Sat Mar 22 11:25:04 +0000 2025,Kürtlerin bayramı olduğu için hep yasaklandı.,"9,25,22"
1903372738179236112,PervinBuldan,HDP,left,Sat Mar 22 09:06:38 +0000 2025,Newroza Rıha.,"18,13,26"
1902980060006531308,PervinBuldan,HDP,left,Fri Mar 21 07:06:16 +0000 2025,2025 Newrozu barışa ve özgürlüklere vesile olsun. Newroz pîroz be!,"13,26,18"
1902702390966403440,PervinBuldan,HDP,left,Thu Mar 20 12:42:55 +0000 2025,Urfa Newroz mitingimizden. Newroz piroz be.,"25,9,11"
1902356296084390387,PervinBuldan,HDP,left,Wed Mar 19 13:47:39 +0000 2025,Newroza Wane. Newroz piroz be.,"25,9,11"
1900529921023164788,PervinBuldan,HDP,left,Fri Mar 14 12:50:17 +0000 2025,19 Mart Çarşamba Van Newrozunda buluşalım. Newroz Piroz Be..,"13,26,18"
1900153430590521802,PervinBuldan,HDP,left,Thu Mar 13 11:54:15 +0000 2025,Barış Annesi Sakine Arata Allahtan rahmet diliyorum. Ömrünü barışa adamış bir annemiz daha yitip gitti bu dünyadan. Mücadelesi her daim bizimle olacak.,"13,18,26"
1899550375201460512,PervinBuldan,HDP,left,Tue Mar 11 19:57:56 +0000 2025,RT  DEM Parti Van Milletvekili ile İl Eşbaşkanları Veysi Dilekçi ve Gülşen Kurtun da aralarında bulundu,"25,9,11"
1899506108621902072,PervinBuldan,HDP,left,Tue Mar 11 17:02:02 +0000 2025,"RT  DEM parti Van il eş başkanlarımız GülşenKurt, VeysiDilekçi ile Van Milletvekilimiz ve İmralı heyeti üyesi PervinBuldan","13,18,26"
1899466015177580680,PervinBuldan,HDP,left,Tue Mar 11 14:22:43 +0000 2025,"RT  DEM parti Van il eş başkanlarımız GülşenKurt, VeysiDilekçi ile Van Milletvekilimiz ve İmralı heyeti üyesi PervinBuldan","13,18,26"
1899432282118582729,PervinBuldan,HDP,left,Tue Mar 11 12:08:40 +0000 2025,Van İl Eşbaşkanlarımız Veysi Dilekçi Gülşen Kurt ve il yönetimimizle birlikte Ekoloji Derneği ve ÖHDyi ziyaret ettik. Sıcak ilgilerinden dolayı iki kurumumuza da teşekkür ediyoruz.,"13,26,22"
1899047119710720445,PervinBuldan,HDP,left,Mon Mar 10 10:38:10 +0000 2025,Barışa verilen destek her zaman kıymetlidir. Teşekkürler Edgar Morin.,"13,26,22"
1898740328292622509,PervinBuldan,HDP,left,Sun Mar 09 14:19:05 +0000 2025,Vanda 8 Mart Dünya Emekçi Kadınlar Gününü büyük bir coşkuyla kutladık.,"13,26,22"
1898300612837519800,PervinBuldan,HDP,left,Sat Mar 08 09:11:49 +0000 2025,8 Mart Dünya Emekçi Kadınlar günü kutlu olsun. Bu yıl daha büyük bir coşkuyla karşılıyoruz günümüzü. Barışa olan inanç ve kararlılıkla kadınlarla buluşuyoruz. Jin Jiyan Azadi,"13,26,18"
1897650709471912380,PervinBuldan,HDP,left,Thu Mar 06 14:09:20 +0000 2025,RT  Van Çaldıran öğrencilerinin muhteşem korosu sosyal medyada viral oldu,"26,13,22"
1897649513776451638,PervinBuldan,HDP,left,Thu Mar 06 14:04:35 +0000 2025,RT  9ê Adarê Saet 1100an Em ê li parqa Musa Anter bibin! 9 Martta saat 1100de Musa Anter Barış Parkında olacağız!,"13,26,18"
1895724023633625214,PervinBuldan,HDP,left,Sat Mar 01 06:33:22 +0000 2025,Barışın yanında olalım,"13,26,22"
1894438164674076692,PervinBuldan,HDP,left,Tue Feb 25 17:23:50 +0000 2025,RT  Genç Kürt kızlarının söylediği canda şarkısı sosyal medyada beğeni topladı,"13,26,18"
1893686941356277953,PervinBuldan,HDP,left,Sun Feb 23 15:38:44 +0000 2025,HDKye gerçekleştirilen hukuksuz tutuklama furyasından dolayı geçmiş olsun ziyareti gerçekleştirdik.,"9,25,22"
1893659315535257978,PervinBuldan,HDP,left,Sun Feb 23 13:48:57 +0000 2025,Dem parti İstanbul İl kongresinde yönetime seçilen bütün arkadaşlarıma başarılar diliyorum. Şimdiye kadar görevi yürüten arkadaşlarımızın emeklerine sağlık.,"13,18,26"
1893246682206216367,PervinBuldan,HDP,left,Sat Feb 22 10:29:18 +0000 2025,Partimizin emektarı olan ve Van İl örgümüzün bahçesinde sürekli nöbet tutan Mam Celalin vefatı hepimizi derinden üzdü. Mekanı cennet olsun.,"25,9,11"
1892618062681047305,PervinBuldan,HDP,left,Thu Feb 20 16:51:23 +0000 2025,Hewlerin tarihi kalesini ziyaret ettik. Vali Omid Xoşnava teşekkür ederiz.,"13,26,22"
1892460574669246929,PervinBuldan,HDP,left,Thu Feb 20 06:25:35 +0000 2025,Kürdistan Bölgesel Yönetimi Başbakanı Mesrur Barzaniyle de bir görüşme gerçekleştirdik.,"22,26,9"
1892246077434191967,PervinBuldan,HDP,left,Wed Feb 19 16:13:15 +0000 2025,"Em wek şande çûn li ser gora MamCelal. Lewra ew di dîroka Kurd û Kurdistanê de bi têkoşîna azadiyê, hêviya aştî û yekîtî, xebatên dîplomatîk tu car nayê jibîrkirin. Em li ser gora wî cardin soz didin ku sekn û têkoşîna wî wê rêya me ronî bike. Rûhê wî her şad be!","13,26,22"
1892120732596949457,PervinBuldan,HDP,left,Wed Feb 19 07:55:11 +0000 2025,Irak Cumhurbaşkanı Sn. Abdullatif Reşidin kıymetli eşi Shanaz Ibrahim Ahmedin ziyaretimize verdiği kıymet ve ilgi için minnettarız. Kendisini tanımaktan büyük bir onur duydum.,"13,26,18"
1891892639332446279,PervinBuldan,HDP,left,Tue Feb 18 16:48:49 +0000 2025,Bizi sıcak karşılamalarından dolayı Sn. Bafıl ve Sn. Kubat Talabaniye teşekkür ediyoruz. Çok kıymetli bir görüşme oldu. Gördük ki Mam Celalin Barış ve Çözüm çabası sürdürülüyor.,"13,26,22"
1891796162899747112,PervinBuldan,HDP,left,Tue Feb 18 10:25:27 +0000 2025,Hewlere ikinci ziyaretimiz Sn. Neçirwan Barzaniyle oldu. Bu kıymetli buluşmada gösterilen ilgiye teşekkür ediyorum.,"13,26,22"
1891205238431899775,PervinBuldan,HDP,left,Sun Feb 16 19:17:20 +0000 2025,Bugün Hewlerde Sn. Mesut Barzani ile önemli bir görüşme gerçekleştirdik. İlgi ve alakaları için çok teşekkür ediyorum. Bu görüşmenin hayırlara vesile olmasını temenni ediyorum.,"13,26,22"
1890430129882431936,PervinBuldan,HDP,left,Fri Feb 14 15:57:20 +0000 2025,"Kürt sorununun çözümü ve barış için yaptığımız görüşmeler kapsamında Eş Genel Başkanlarımızla Barış için Toplumsal Girişimini ağırladık. Değerli akademisyen, yazar ve siyasetçilere bu verimli görüşme için teşekkür ediyoruz. Ortak akla dayanarak barışı birlikte inşa edeceğiz.","13,26,22"
1890026403481129468,PervinBuldan,HDP,left,Thu Feb 13 13:13:04 +0000 2025,RT  DEM Parti İmralı Heyeti Üyesi Pervin Buldan Edirne Cezaevinde tutuklu bulunan HDP önceki dönem Eş Genel Başkanı Selaha,"25,9,11"
1888552277864030510,PervinBuldan,HDP,left,Sun Feb 09 11:35:25 +0000 2025,RT  DEM Parti Van Milletvekillerimiz dün Elazığda Vanspora yönelik ırkçı saldırıyı gündemine taşıdı! V,"9,25,11"
1888314273627079009,PervinBuldan,HDP,left,Sat Feb 08 19:49:40 +0000 2025,Vanspora yapılan saldırıyı lanetliyorum. Yaralılara acil şifalar diliyorum.Olay tüm boyutlarıyla incelenip ortaya çıkartılmalıdır.,"25,9,11"
1885401508746842485,PervinBuldan,HDP,left,Fri Jan 31 18:55:23 +0000 2025,"RT  DEM Parti İmralı Heyeti Üyesi Pervin Buldan, Sincan Kapalı Cezaevinde tutuklu bulunan DTK Eş Başkanı Leyla Güven ve di","25,9,11"
1884306473850921039,PervinBuldan,HDP,left,Tue Jan 28 18:24:06 +0000 2025,"Bu haberde geçen bütün iddialar, söylenenler hiçbiri doğru değil.Habercilik ilkelerini bile ayaklar altına aldınız. Bu kadar hayati bir meselede bile böylesi yalan ve yanlış bilgi vermek işin ciddiyetine uygun değil. Kısacası külliyen yalan bir haber.","9,22,6"
